Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
Matched,Ally Condie,Dutton Books for Young Readers,Young Adult,3.64,715953.0,34099.0,Hardcover,2010.0,369.0,English,95.0,,,,10,,0
Cinder,Marissa Meyer,Feiwel & Friends,Young Adult,4.13,791308.0,59962.0,Hardcover,2012.0,400.0,English,140.0,12 - 17,1494.0,,5,1.0,0
The Angel Experiment,James Patterson,Grand Central Publishing,Young Adult,4.06,218865.0,9561.0,Mass Market Paperback,2006.0,445.0,English,28.0,,,,2,0.0,0
The Titan's Curse,Rick Riordan,Puffin Books,Fantasy,4.34,812295.0,25456.0,Paperback,2007.0,320.0,English,71.0,,,,1,0.0,0
Shadow Kiss,Richelle Mead,Razorbill,Young Adult,4.32,353045.0,11884.0,Paperback,2008.0,443.0,English,100.0,12 - 17,32840.0,660.0,1,1.0,0
The Battle of the Labyrinth,Rick Riordan,Hyperion Books for Children,Fantasy,4.39,859735.0,23287.0,Hardcover,2008.0,361.0,English,148.0,9 - 12,6425.0,590.0,0,1.0,0
Blood Promise,Richelle Mead,Razorbill,Young Adult,4.29,302801.0,10222.0,Hardcover,2009.0,503.0,English,88.0,,,,2,0.0,0
The Selection,Kiera Cass,HarperTeen,Young Adult,4.11,1157561.0,59975.0,Hardcover,2012.0,336.0,English,129.0,13 - 17,33537.0,680.0,2,1.0,0
The Lost Hero,Rick Riordan,Disney-Hyperion Books,Fantasy,4.31,716258.0,24961.0,Hardcover,2010.0,553.0,English,107.0,9 - 12,28889.0,660.0,3,1.0,0
Pretties,Scott Westerfeld,Simon Pulse,Young Adult,3.84,250720.0,10600.0,Paperback,2005.0,370.0,English,93.0,,,,0,0.0,0
Eldest,Christopher Paolini,Knopf Books for Young Readers,Fantasy,3.99,396580.0,10201.0,Paperback,2007.0,704.0,English,194.0,12 - 17,17267.0,970.0,4,1.0,0
Legend,Marie Lu,Putnam Juvenile,Young Adult,4.16,471226.0,32053.0,Hardcover,2011.0,305.0,English,112.0,,,,5,0.0,0
Evermore,Alyson Noel,St. Martin's Griffin,Young Adult,3.59,284967.0,10000.0,Paperback,2009.0,301.0,English,86.0,12 - 17,57963.0,940.0,2,1.0,0
The Summoning,Kelley Armstrong,HarperCollins,Young Adult,4.0,172144.0,6406.0,Hardcover,2008.0,390.0,English,57.0,,,,1,0.0,0
Gone,Michael Grant,Katherine Tegen Books,Young Adult,3.86,193128.0,11298.0,Hardcover,2008.0,560.0,English,77.0,14 - 17,,620.0,1,1.0,0
Spirit Bound,Richelle Mead,Razorbill,Young Adult,4.31,282472.0,9275.0,Hardcover,2010.0,489.0,English,81.0,,,,3,0.0,0
A Great and Terrible Beauty,Libba Bray,Simon and Schuster,Fantasy,3.78,227995.0,10101.0,Hardcover,2003.0,403.0,English,72.0,,,,2,0.0,0
The Iron King,Julie Kagawa,Harlequin Teen,Fantasy,3.88,212278.0,12517.0,Paperback,2010.0,363.0,English,78.0,14 - 17,,780.0,4,1.0,0
The Night Circus,Erin Morgenstern,Doubleday,Fantasy,4.03,797621.0,83403.0,Hardcover,2011.0,387.0,English,38.0,,15331.0,950.0,5,0.0,0
Last Sacrifice,Richelle Mead,Razorbill,Young Adult,4.36,276512.0,11677.0,Hardcover,2010.0,594.0,English,74.0,,,,1,0.0,0
Betrayed,P.C. Cast,St. Martin's Griffin,Young Adult,3.91,258606.0,5698.0,Paperback,2007.0,310.0,English,97.0,13 - 17,24058.0,840.0,0,1.0,0
Chosen,P.C. Cast,St. Martin's Griffin,Young Adult,3.91,235182.0,4522.0,Paperback,2008.0,307.0,English,91.0,13 - 17,29038.0,760.0,0,1.0,0
Wicked Lovely,Melissa Marr,HarperTeen,Fantasy,3.69,170939.0,7226.0,Hardcover,2007.0,328.0,English,74.0,,,,3,0.0,0
The Graveyard Book,Neil Gaiman,HarperCollins,Fantasy,4.13,487028.0,34375.0,Hardcover,2008.0,312.0,English,42.0,9 - 12,75138.0,820.0,5,0.0,0
City of Fallen Angels,Cassandra Clare,Margaret K. McElderry Books,Fantasy,4.09,544429.0,24845.0,Hardcover,2011.0,425.0,English,68.0,14 - 17,157924.0,750.0,1,1.0,0
Shatter Me,Tahereh Mafi,Harper,Young Adult,3.92,382944.0,35746.0,Hardcover,2011.0,338.0,English,115.0,,,,1,0.0,0
Untamed,P.C. Cast,St. Martin's Griffin,Young Adult,3.93,230677.0,3732.0,Paperback,2008.0,338.0,English,79.0,13 - 17,26951.0,790.0,0,1.0,0
The Alchemyst,Michael Scott,Ember,Fantasy,3.85,155340.0,8710.0,Paperback,2008.0,369.0,English,102.0,12 - 17,15432.0,890.0,3,1.0,0
Blue Bloods,Melissa de la Cruz,Hyperion,Young Adult,3.69,141377.0,4997.0,Hardcover,2007.0,302.0,English,50.0,,,,0,0.0,0
Clockwork Prince,Cassandra Clare,Margaret K. McElderry Books,Fantasy,4.41,503447.0,26537.0,Hardcover,2011.0,498.0,English,15.0,14 - 17,93467.0,790.0,2,1.0,0
Inkspell,Cornelia Funke,The Chicken House,Fantasy,3.91,124348.0,4269.0,Hardcover,2005.0,635.0,English,2.0,,,,2,0.0,0
Dark Lover,J.R. Ward,Penguin Group,Romance,4.16,317355.0,14028.0,Mass Market Paperback,2005.0,393.0,English,83.0,,,,7,0.0,0
Beautiful Disaster,Jamie McGuire,Jamie McGuire,Romance,4.06,606734.0,29821.0,Kindle Edition,2011.0,319.0,English,105.0,,7708.0,,1,1.0,0
Hunted,P.C. Cast,St. Martin's Griffin,Young Adult,3.91,178682.0,3585.0,Hardcover,2009.0,323.0,English,73.0,13 - 17,730956.0,820.0,1,1.0,0
Poison Study,Maria V. Snyder,Mira,Fantasy,4.07,163706.0,12424.0,Paperback,2007.0,427.0,English,86.0,,45894.0,,3,1.0,0
Crescendo,Becca Fitzpatrick,Simon & Schuster Books for Young Readers,Young Adult,4.0,304425.0,11776.0,Hardcover,2010.0,432.0,English,90.0,14 - 17,132493.0,720.0,1,1.0,0
The Catcher in the Rye,J.D. Salinger,Back Bay Books,Classics,3.81,3018263.0,65341.0,Paperback,2001.0,277.0,English,527.0,,29166.0,790.0,2,0.0,0
Among the Hidden,Margaret Peterson Haddix,Aladdin Paperbacks,Young Adult,3.98,117853.0,6482.0,Paperback,2006.0,153.0,English,33.0,,,,5,0.0,0
The Mysterious Benedict Society,Trenton Lee Stewart,"Little, Brown Books for Young Readers",Mystery,4.18,139103.0,11669.0,Kindle Edition,2008.0,497.0,English,65.0,8 - 12,1473.0,,3,1.0,0
Throne of Glass,Sarah J. Maas,Bloomsbury USA Children's,Fantasy,4.18,777296.0,53078.0,Hardcover,2012.0,406.0,English,140.0,14 - 17,388.0,,3,1.0,0
The Awakening,Kelley Armstrong,HarperCollins,Young Adult,4.12,116284.0,3361.0,Hardcover,2009.0,360.0,English,53.0,12 - 17,,630.0,1,1.0,0
Fablehaven,Brandon Mull,Shadow Mountain,Fantasy,4.09,149380.0,10639.0,Hardcover,2006.0,351.0,English,61.0,8 - 12,85297.0,700.0,3,1.0,0
City of Lost Souls,Cassandra Clare,Margaret K. McElderry Books,Fantasy,4.23,481024.0,21813.0,Hardcover,2012.0,535.0,English,150.0,14 - 17,162718.0,740.0,1,1.0,0
Uglies,Scott Westerfeld,Simon Pulse,Young Adult,3.85,609419.0,24455.0,Paperback,2005.0,425.0,English,115.0,,,,8,0.0,0
Perfect Chemistry,Simone Elkeles,Walker Childrens,Romance,4.05,254512.0,11098.0,Hardcover,2008.0,368.0,English,68.0,,,,4,0.0,0
Brisingr,Christopher Paolini,Alfred A. Knopf,Fantasy,4.05,336912.0,9504.0,Hardcover,2008.0,748.0,English,171.0,12 - 17,67927.0,1050.0,0,1.0,0
Daughter of Smoke & Bone,Laini Taylor,"Little, Brown Books for Young Readers",Fantasy,3.98,352969.0,31279.0,Hardcover,2011.0,418.0,English,125.0,,,,5,0.0,0
Magyk,Angie Sage,"Katherine Tegen, Harper Collins",Fantasy,3.83,119377.0,5304.0,Hardcover,2005.0,564.0,English,113.0,9 - 12,,920.0,1,1.0,0
Glass Houses,Rachel Caine,NAL Jam,Paranormal > Vampires,3.9,102043.0,4978.0,Mass Market Paperback,2006.0,239.0,English,59.0,12 - 17,,650.0,0,1.0,0
Obsidian,Jennifer L. Armentrout,Entangled Teen,Young Adult,4.14,263964.0,19149.0,Paperback,2012.0,335.0,English,83.0,15 - 17,17996.0,,0,1.0,0
The Luxe,Anna Godbersen,HarperCollins,Historical > Historical Fiction,3.64,74643.0,4668.0,Hardcover,2007.0,433.0,English,22.0,,,,1,0.0,0
Tempted,P.C. Cast,Atom,Young Adult,3.94,162634.0,3484.0,Paperback,2009.0,319.0,English,73.0,,,,1,0.0,0
Torment,Lauren Kate,Delacorte Press,Young Adult,3.85,228522.0,8173.0,Hardcover,2010.0,452.0,English,100.0,12 - 17,,780.0,0,1.0,0
Moon Called,Patricia Briggs,Ace,Fantasy > Urban Fantasy,4.12,197624.0,9023.0,Mass Market Paperback,2006.0,289.0,English,57.0,18,20081.0,,0,1.0,0
Specials,Scott Westerfeld,Simon Pulse,Young Adult,3.76,181674.0,8162.0,Hardcover,2006.0,384.0,English,76.0,,,,0,0.0,0
Cross My Heart and Hope to Spy,Ally Carter,"Little, Brown Books for Young Readers",Young Adult,4.11,89096.0,3526.0,Hardcover,2007.0,236.0,English,59.0,,,,0,0.0,0
The Goose Girl,Shannon Hale,Bloomsbury Children's Books,Fantasy,4.09,147073.0,10314.0,Paperback,2005.0,383.0,English,40.0,,,,4,0.0,0
The Historian,Elizabeth Kostova,"Little, Brown and Company",Fiction,3.79,259254.0,16905.0,Kindle Edition,2005.0,704.0,English,149.0,,26332.0,,5,0.0,0
Alanna: The First Adventure,Tamora Pierce,Simon Pulse,Fantasy,4.22,128981.0,5408.0,Mass Market Paperback,2005.0,274.0,English,67.0,,,,3,0.0,0
Fairest,Gail Carson Levine,HarperCollins,Fantasy,3.88,63425.0,4239.0,Hardcover,2006.0,326.0,English,24.0,,,,0,0.0,0
Unwind,Neal Shusterman,Simon & Schuster Books for Young Readers,Young Adult,4.15,213994.0,19730.0,Hardcover,2007.0,337.0,English,86.0,12 - 17,,740.0,5,1.0,0
Bloodlines,Richelle Mead,Razorbill,Young Adult,4.17,183949.0,8530.0,Hardcover,2011.0,421.0,English,1.0,,,,1,0.0,0
The Red Pyramid,Rick Riordan,Disney-Hyperion,Fantasy,4.08,361095.0,14143.0,Hardcover,2010.0,528.0,English,114.0,9 - 12,42262.0,650.0,5,1.0,0
Heist Society,Ally Carter,"Little, Brown Books for Young Readers",Young Adult,3.9,93643.0,5363.0,Hardcover,2010.0,287.0,English,9.0,,,,3,0.0,0
Hex Hall,Rachel Hawkins,Hyperion Book CH,Young Adult,3.91,146345.0,8560.0,Hardcover,2010.0,323.0,English,60.0,,,,0,0.0,0
"Night World, No. 1",L.J. Smith,Simon Pulse,Young Adult,4.05,62520.0,2151.0,Paperback,2008.0,729.0,English,18.0,,,,0,0.0,0
Just Listen,Sarah Dessen,Viking Books,Young Adult,4.04,246218.0,8385.0,Hardcover,2006.0,371.0,English,77.0,,,,5,0.0,0
The Shadow of the Wind,Carlos Ruiz Zafón,Penguin Books,Fiction,4.27,536770.0,41237.0,Paperback,2005.0,487.0,English,403.0,18,5015.0,990.0,5,1.0,0
Clockwork Princess,Cassandra Clare,Walker Books Ltd,Fantasy,4.54,397703.0,34194.0,Paperback,2013.0,567.0,English,115.0,,,,1,0.0,0
Anna and the French Kiss,Stephanie Perkins,Dutton Juvenile,Young Adult,3.99,408231.0,32072.0,Hardcover,2010.0,372.0,English,92.0,12 - 17,234395.0,,5,0.0,0
The Looking Glass Wars,Frank Beddor,Dial Books,Fantasy,3.93,42789.0,3905.0,Hardcover,2006.0,364.0,English,29.0,,,,1,0.0,0
The Subtle Knife,Philip Pullman,RHCP Digital,Fantasy,4.13,405353.0,11282.0,Kindle Edition,2018.0,370.0,English,307.0,12 - 17,67611.0,890.0,2,1.0,0
Silence,Becca Fitzpatrick,Simon & Schuster Books for Young Readers,Young Adult,4.09,265734.0,8512.0,Hardcover,2011.0,448.0,English,37.0,14 - 17,117246.0,700.0,1,1.0,0
Evernight,Claudia Gray,HarperTeen,Young Adult,3.65,83167.0,3358.0,Hardcover,2008.0,327.0,English,58.0,,,,0,0.0,0
Don't Judge a Girl by Her Cover,Ally Carter,Disney ● Hyperion Books,Young Adult,4.21,67331.0,2737.0,Hardcover,2009.0,263.0,English,53.0,,,,1,0.0,0
Masquerade,Melissa de la Cruz,Hyperion,Young Adult,3.89,93793.0,2154.0,Hardcover,2007.0,307.0,English,40.0,,,,0,0.0,0
Vampire Kisses,Ellen Schreiber,HarperTeen,Paranormal > Vampires,3.72,50299.0,2350.0,Mass Market Paperback,2005.0,253.0,English,28.0,,,,0,0.0,0
Blue Moon,Alyson Noel,St. Martin's Griffin,Young Adult,3.61,96545.0,3789.0,Paperback,2009.0,284.0,English,78.0,12 - 17,42595.0,1050.0,1,1.0,0
The Sweet Far Thing,Libba Bray,Delacorte Press,Fantasy,3.95,72239.0,3895.0,Hardcover,2007.0,819.0,English,6.0,,,,0,0.0,0
Linger,Maggie Stiefvater,Scholastic Press,Young Adult,3.88,168693.0,9761.0,Hardcover,2010.0,362.0,English,86.0,,,,2,0.0,0
Rebel Angels,Libba Bray,Ember,Fantasy,3.92,115511.0,3429.0,Paperback,2006.0,548.0,English,7.0,12 - 17,103000.0,680.0,0,1.0,0
Touched,Elisa S. Amore,,Fantasy,3.78,6982.0,700.0,ebook,,,English,13.0,,289.0,,0,1.0,0
Acheron,Sherrilyn Kenyon,St. Martin's Press,Romance > Paranormal Romance,4.54,58465.0,3726.0,Hardcover,2008.0,728.0,English,32.0,,,,0,0.0,0
Revelations,Melissa de la Cruz,Hyperion Books for Children,Young Adult,3.89,77940.0,1656.0,Hardcover,2008.0,264.0,English,10.0,,,,0,0.0,0
Shadowland,Meg Cabot,Avon Books,Young Adult,4.01,71324.0,2592.0,Mass Market Paperback,2005.0,287.0,English,22.0,12 - 17,143558.0,760.0,0,1.0,0
The Son of Neptune,Rick Riordan,Disney-Hyperion Books,Fantasy,4.41,481329.0,17897.0,Hardcover,2011.0,521.0,English,108.0,9 - 12,43431.0,640.0,2,1.0,0
Coilhunter,Dean F. Wilson,Dioscuri Press,Science Fiction,4.13,959.0,131.0,Kindle Edition,2017.0,210.0,English,2.0,,,,0,1.0,0
Wake,Lisa McMann,Simon Schuster Books for Young Readers,Young Adult,3.75,82859.0,5514.0,Hardcover,2008.0,210.0,English,51.0,14 - 17,805184.0,530.0,3,1.0,0
Terrier,Tamora Pierce,Random House,Fantasy,4.1,72988.0,2033.0,Hardcover,2006.0,581.0,English,26.0,,,,3,0.0,0
Number the Stars,Lois Lowry,Laurel Leaf,Historical > Historical Fiction,4.15,499928.0,14514.0,Mass Market Paperback,1998.0,137.0,English,97.0,,,,7,0.0,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,William Morrow / HarperCollins / Harper Perennial,Fiction,4.2,166936.0,12249.0,Paperback,2004.0,444.0,English,61.0,14 - 18,23059.0,,0,1.0,0
Rise of the Evening Star,Brandon Mull,Shadow Mountain,Fantasy,4.16,115972.0,4145.0,Hardcover,2007.0,456.0,English,64.0,8 - 12,147715.0,730.0,2,1.0,0
The Eyre Affair,Jasper Fforde,Penguin Books,Fantasy,3.86,138109.0,10676.0,Paperback,2003.0,374.0,English,91.0,18,37516.0,780.0,5,1.0,0
The Magician's Nephew,C.S. Lewis,HarperCollins Publishers,Fantasy,4.04,463936.0,15661.0,Paperback,2005.0,221.0,English,752.0,,,,0,0.0,0
The Name of the Wind,Patrick Rothfuss,Penguin Group DAW,Fantasy,4.51,810129.0,46361.0,Hardcover,2007.0,662.0,English,174.0,18,78633.0,,5,1.0,0
Unearthly,Cynthia Hand,HarperTeen,Young Adult,4.0,130482.0,7846.0,Hardcover,2011.0,435.0,English,2.0,,,,1,0.0,0
Halfway to the Grave,Jeaniene Frost,Avon,Fantasy > Paranormal,4.12,152033.0,7841.0,Mass Market Paperback,2007.0,358.0,English,10.0,,54191.0,,1,1.0,0
Angelfall,Susan Ee,Skyscape,Fantasy,4.1,188362.0,16507.0,Kindle Edition,2012.0,288.0,English,83.0,14 - 17,34544.0,,1,1.0,0
The Final Empire,Brandon Sanderson,Tor Books,Fantasy,4.44,485758.0,34241.0,Hardcover,2006.0,541.0,English,129.0,,22592.0,,2,1.0,0
Fire,Kristin Cashore,Dial Books,Fantasy,4.08,179207.0,10953.0,Hardcover,2009.0,480.0,English,91.0,,,,4,0.0,0
Darkfever,Karen Marie Moning,Delacorte Press,Fantasy,4.04,176942.0,11153.0,Hardcover,2006.0,309.0,English,61.0,,,,0,0.0,0
The Poisonwood Bible,Barbara Kingsolver,Harper Perennial Modern Classics,Fiction,4.07,690630.0,24384.0,Hardcover,2005.0,546.0,English,115.0,,10338.0,960.0,5,1.0,0
Max,James Patterson,jimmy patterson,Young Adult,4.06,70389.0,2292.0,Hardcover,2009.0,309.0,English,42.0,,,,1,0.0,0
Wings,Aprilynne Pike,HarperTeen,Fantasy,3.75,82590.0,5152.0,Hardcover,2009.0,290.0,English,64.0,,,,1,0.0,0
Lover Eternal,J.R. Ward,Signet,Romance,4.32,183485.0,7001.0,Mass Market Paperback,2006.0,441.0,English,65.0,18,21170.0,,0,1.0,0
Lover Awakened,J.R. Ward,Signet,Romance,4.43,170896.0,7328.0,Mass Market Paperback,2006.0,434.0,English,61.0,18,25186.0,,2,1.0,0
The Addiction Manifesto,Jerry Weaver,Palmetto Publishing,Nonfiction,4.97,1013.0,34.0,Paperback,2021.0,178.0,English,3.0,,235179.0,,0,0.0,0
Sabriel,Garth Nix,Harper Collins,Fantasy,4.14,203247.0,8332.0,Mass Market Paperback,1996.0,491.0,English,120.0,12 - 17,201251.0,1000.0,4,1.0,0
Only the Good Spy Young,Ally Carter,Hyperion Book CH,Young Adult,4.29,62796.0,2587.0,Hardcover,2010.0,265.0,English,47.0,,,,1,0.0,0
A Discovery of Witches,Deborah Harkness,Viking Penguin,Fantasy,4.0,431751.0,39487.0,Hardcover,2011.0,579.0,English,150.0,,31692.0,,2,1.0,0
The Curious Incident of the Dog in the Night-Time,Mark Haddon,Vintage,Fiction,3.89,1314592.0,47814.0,Paperback,2004.0,226.0,English,233.0,,4162.0,1090.0,5,1.0,0
The Ruins of Gorlan,John Flanagan,Puffin Books,Fantasy,4.22,138673.0,8340.0,Paperback,2006.0,249.0,English,104.0,10 - 14,4722.0,920.0,1,1.0,0
The Raven Boys,Maggie Stiefvater,Scholastic Press,Fantasy,4.04,321762.0,34778.0,Hardcover,2012.0,409.0,English,92.0,14 - 17,36156.0,760.0,9,1.0,0
Extras,Scott Westerfeld,Simon Pulse,Young Adult,3.61,114950.0,5552.0,Hardcover,2007.0,417.0,English,61.0,,,,2,0.0,0
The Elite,Kiera Cass,HarperTeen,Young Adult,3.98,566952.0,34837.0,Hardcover,2013.0,336.0,English,53.0,13 - 17,61871.0,,1,1.0,0
Ghostgirl,Tonya Hurley,"Little, Brown and Company",Young Adult,3.29,18583.0,1423.0,Hardcover,2008.0,328.0,English,49.0,,,,0,0.0,0
The Reckoning,Kelley Armstrong,Orbit,Young Adult,4.14,120900.0,3684.0,Mass Market Paperback,2010.0,391.0,English,50.0,,,,3,0.0,0
Nightshade,Andrea Cremer,Philomel,Young Adult,3.99,87050.0,5091.0,Hardcover,2010.0,452.0,English,61.0,,,,0,0.0,0
Along for the Ride,Sarah Dessen,Viking Books for Young Readers,Young Adult,4.05,195269.0,7188.0,Hardcover,2009.0,383.0,English,61.0,,,,4,0.0,0
Guilty Pleasures,Laurell K. Hamilton,Berkley,Fantasy > Urban Fantasy,4.01,141316.0,5897.0,Paperback,2004.0,355.0,English,80.0,,582522.0,,0,1.0,0
Finale,Becca Fitzpatrick,Simon & Schuster Books for Young Readers,Young Adult,4.14,159776.0,8809.0,Hardcover,2012.0,464.0,English,32.0,14 - 17,148444.0,720.0,1,1.0,0
Burned,P.C. Cast,Atom,Young Adult,3.95,157000.0,3281.0,Paperback,2010.0,323.0,English,75.0,,,,3,0.0,0
Lover Unbound,J.R. Ward,Signet,Romance,4.31,128516.0,5128.0,Mass Market Paperback,2007.0,502.0,English,59.0,18,30784.0,,2,1.0,0
Lover Revealed,J.R. Ward,Onyx,Romance,4.28,130335.0,4824.0,Mass Market Paperback,2007.0,455.0,English,58.0,,,,2,0.0,0
School's Out—Forever,James Patterson,"Little, Brown and Company",Young Adult,4.14,117292.0,3371.0,Hardcover,2006.0,409.0,English,12.0,13 - 17,213369.0,660.0,0,1.0,0
The Horse and His Boy,C.S. Lewis,Scholastic Inc,Fantasy,3.91,309309.0,9009.0,Paperback,1995.0,224.0,English,530.0,,,,0,0.0,0
Pandemonium,Lauren Oliver,HarperTeen,Young Adult,4.04,227267.0,15024.0,Hardcover,2012.0,375.0,English,93.0,14 - 17,435757.0,760.0,1,1.0,0
Crossed,Ally Condie,Speak,Young Adult,3.53,234000.0,15420.0,Paperback,2013.0,367.0,English,76.0,14 - 17,19612.0,630.0,0,1.0,0
The Power of Six,Pittacus Lore,HarperCollins,Young Adult,4.14,133551.0,6542.0,Hardcover,2011.0,406.0,English,1.0,14 - 17,157731.0,840.0,0,1.0,0
Halo,Alexandra Adornetto,Feiwel & Friends,Young Adult,3.66,68230.0,4432.0,Hardcover,2010.0,485.0,English,60.0,,,,0,0.0,0
Red Queen,Victoria Aveyard,HarperTeen,Fantasy,4.03,738080.0,52901.0,Hardcover,2015.0,383.0,English,126.0,13 - 17,10636.0,740.0,5,1.0,0
Grip of the Shadow Plague,Brandon Mull,Shadow Mountain,Fantasy,4.29,82498.0,3398.0,Hardcover,2008.0,477.0,English,44.0,8 - 12,186582.0,790.0,2,1.0,0
A Thousand Splendid Suns,Khaled Hosseini,Riverhead Books,Fiction,4.39,1285406.0,60971.0,Hardcover,2007.0,372.0,English,279.0,18 - 14,53570.0,830.0,5,0.0,0
This Lullaby,Sarah Dessen,Speak,Young Adult,4.01,178501.0,5190.0,Paperback,2004.0,345.0,English,50.0,12 - 17,128522.0,820.0,4,0.0,0
Life As We Knew It,Susan Beth Pfeffer,HMH Books for Young Readers,Young Adult,3.87,128489.0,10054.0,Paperback,2006.0,337.0,English,35.0,12 - 17,27283.0,770.0,9,1.0,0
Scarlet,Marissa Meyer,Feiwel & Friends,Young Adult,4.25,360193.0,33705.0,Hardcover,2013.0,454.0,English,98.0,12 - 17,40463.0,810.0,2,1.0,0
City of Heavenly Fire,Cassandra Clare,Margaret K. McElderry Books,Fantasy,4.39,340241.0,25501.0,Hardcover,2014.0,725.0,English,140.0,,,,2,0.0,0
Need,Carrie Jones,Bloomsbury,Young Adult,3.71,63719.0,3727.0,Hardcover,2008.0,306.0,English,34.0,,,,0,0.0,0
The Devil in the White City,Erik Larson,Random House Audio Publishing Group,Nonfiction,3.98,592771.0,35225.0,Audio Cassette,2003.0,,English,90.0,,,,7,0.0,0
Leviathan,Scott Westerfeld,Simon Schuster Books for Young Readers,Science Fiction > Steampunk,3.9,94955.0,7148.0,Hardcover,2009.0,440.0,English,56.0,12 - 17,387802.0,790.0,16,1.0,0
The Alienist,Caleb Carr,Random House,Historical > Historical Fiction,4.05,169688.0,7791.0,Paperback,2006.0,498.0,English,114.0,,23663.0,,4,1.0,0
Passion,Lauren Kate,Delacorte Press,Young Adult,3.85,164542.0,6148.0,Hardcover,2011.0,420.0,English,86.0,12 - 17,180536.0,730.0,2,1.0,0
A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury USA Childrens,Fantasy,4.18,819107.0,69535.0,Hardcover,2015.0,419.0,English,114.0,,,880.0,2,1.0,0
The Amber Spyglass,Philip Pullman,Laurel Leaf,Fantasy,4.08,332765.0,11715.0,Mass Market Paperback,2003.0,465.0,English,286.0,,,,5,0.0,0
Crank,Ellen Hopkins,Margaret K. McElderry Books,Young Adult,4.15,134696.0,8495.0,Paperback,2004.0,537.0,English,25.0,,,,5,0.0,0
Awakened,P.C. Cast,St. Martin's Griffin,Young Adult,3.98,137663.0,3261.0,Hardcover,2011.0,290.0,English,75.0,,,,1,0.0,0
Lover Avenged,J.R. Ward,NAL,Romance > Paranormal Romance,4.35,111605.0,4125.0,Hardcover,2009.0,527.0,English,53.0,,,,2,0.0,0
Beautiful Darkness,Kami Garcia,"Little, Brown and Company",Young Adult,3.82,134614.0,7110.0,Hardcover,2010.0,503.0,English,6.0,,,,1,0.0,0
"Night World, No. 2",L.J. Smith,Simon Pulse,Young Adult,4.2,57703.0,1051.0,Paperback,2008.0,662.0,English,11.0,,,,0,0.0,0
Eighth Grade Bites,Heather Brewer,Dutton Children's Books,Young Adult,3.93,35049.0,2793.0,Hardcover,2007.0,182.0,English,35.0,,,,1,0.0,0
The Eye of the World,Robert Jordan,Tor Books,Fantasy,4.17,448232.0,16581.0,Mass Market Paperback,1990.0,814.0,English,165.0,,,,1,1.0,0
The Amulet of Samarkand,Jonathan Stroud,Hyperion Books for Children,Fantasy,4.0,127059.0,5360.0,Hardcover,2003.0,462.0,English,115.0,,,,2,0.0,0
Forever,Maggie Stiefvater,Scholastic Press,Young Adult,3.87,124632.0,8270.0,Hardcover,2011.0,390.0,English,84.0,,,,1,0.0,0
The Witching Hour,Anne Rice,Arrow,Horror,4.1,108069.0,3958.0,Paperback,2004.0,1207.0,English,85.0,,,,1,0.0,0
Tithe,Holly Black,Simon Pulse,Fantasy,3.71,92288.0,4861.0,Paperback,2004.0,332.0,English,61.0,,,,2,0.0,0
The Two Princesses of Bamarre,Gail Carson Levine,Eos,Fantasy,4.04,70473.0,2548.0,Paperback,2004.0,304.0,English,29.0,,,,2,0.0,0
Shadow and Bone,Leigh Bardugo,Henry Holt & Company,Fantasy,3.96,642901.0,61863.0,Hardcover,2012.0,358.0,English,180.0,12 - 17,802.0,,6,1.0,0
The Last Battle,C.S. Lewis,HarperCollins Publishers,Fantasy,4.0,249098.0,7604.0,Paperback,2005.0,288.0,English,70.0,,,,2,0.0,0
The Forest of Hands and Teeth,Carrie Ryan,Gollancz,Young Adult,3.6,86490.0,8860.0,Paperback,2009.0,310.0,English,57.0,,,,2,0.0,0
The Secret History,Donna Tartt,Vintage,Fiction,4.12,410069.0,32747.0,Paperback,2004.0,559.0,English,13.0,,253.0,,2,1.0,0
Across the Universe,Beth Revis,Razorbill,Young Adult,3.77,121293.0,10422.0,Hardcover,2011.0,399.0,English,61.0,,,,4,0.0,0
Saving the World and Other Extreme Sports,James Patterson,"Little, Brown and Company",Young Adult,4.14,89556.0,2736.0,Hardcover,2007.0,405.0,English,80.0,13 - 17,589737.0,680.0,0,1.0,0
Grey: The Balance: Book One,Nick Shamhart,,Humor,4.54,375.0,57.0,Kindle Edition,,330.0,,3.0,,,,0,0.0,0
Gregor the Overlander,Suzanne Collins,Scholastic,Fantasy,4.0,101323.0,6731.0,Paperback,2005.0,326.0,English,92.0,,,,5,0.0,0
Starcrossed,Josephine Angelini,HarperTeen,Fantasy,4.02,73564.0,5304.0,Hardcover,2011.0,487.0,English,50.0,,,,0,0.0,0
Firelight,Sophie Jordan,HarperTeen,Fantasy,3.84,70587.0,4727.0,Hardcover,2010.0,323.0,English,57.0,14 - 17,,560.0,0,1.0,0
"Night World, No. 3",L.J. Smith,Simon Pulse,Young Adult,4.2,64242.0,844.0,Paperback,2009.0,732.0,English,11.0,,,,0,0.0,0
The Knife of Never Letting Go,Patrick Ness,Candlewick Press,Young Adult,3.96,182904.0,19021.0,Paperback,2014.0,512.0,English,136.0,14 - 17,84837.0,860.0,5,1.0,0
