Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
Snow Flower and the Secret Fan,Lisa See,Random House,Historical > Historical Fiction,4.07,357126.0,18460.0,Paperback,2006.0,269.0,English,132.0,14 - 18,39419.0,,3,0.0,1
Ruby Red,Kerstin Gier,Henry Holt,Fantasy,4.09,134217.0,10741.0,Hardcover,2011.0,324.0,English,7.0,,,,0,0.0,1
The Lover,Marguerite Duras,Pantheon Books,Fiction,3.74,41973.0,3233.0,Paperback,1998.0,117.0,English,213.0,,,,4,0.0,1
Requiem for a Dream,Hubert Selby Jr.,Da Capo Press,Fiction,4.07,64646.0,1374.0,Paperback,1999.0,279.0,English,28.0,,114017.0,,0,0.0,1
The Vampire's Assistant,Darren Shan,"Little, Brown Young Readers",Fantasy,4.13,40278.0,1556.0,Mass Market Paperback,2002.0,256.0,English,28.0,,,,0,0.0,1
The Last Unicorn,Peter S. Beagle,Penguin Roc,Fantasy,4.14,104617.0,4805.0,Paperback,2008.0,294.0,English,88.0,15 - 17,16072.0,,1,0.0,1
The Girl on the Train,Paula Hawkins,Riverhead Books,Fiction,3.94,2418848.0,115323.0,Hardcover,2015.0,325.0,English,267.0,18,299089.0,760,5,0.0,1
The Shipping News,Annie Proulx,Scribner Book Company,Fiction,3.87,135937.0,5344.0,Paperback,2002.0,337.0,English,127.0,,,,5,0.0,1
To All the Boys I've Loved Before,Jenny Han,Simon & Schuster Books for Young Readers,Young Adult,4.09,644770.0,42628.0,Hardcover,2014.0,355.0,English,144.0,12 - 17,11788.0,,3,1.0,1
A Monster Calls,Patrick Ness,Walker Books,Fantasy,4.31,241638.0,36976.0,Paperback,2015.0,237.0,English,185.0,,,,5,0.0,1
Chitty Chitty Bang Bang,Ian Fleming,Random House Books for Young Readers,Fantasy,4.0,13425.0,967.0,Paperback,2005.0,160.0,English,26.0,,,,1,0.0,1
Middlemarch,George Eliot,Signet,Classics,3.99,144693.0,8722.0,Paperback,2004.0,904.0,English,3629.0,,,,0,0.0,1
The Mirror Crack'd from Side to Side,Agatha Christie,HarperCollins,Mystery,3.93,38813.0,1778.0,Paperback,2002.0,351.0,English,245.0,,,,0,0.0,1
The Day of the Jackal,Frederick Forsyth,Bantam,Fiction,4.24,133791.0,2311.0,Mass Market Paperback,1979.0,358.0,English,224.0,,,,2,0.0,1
For Whom the Bell Tolls,Ernest Hemingway,Scribner,Classics,3.97,264987.0,7342.0,Paperback,1995.0,471.0,English,175.0,,15010.0,,0,1.0,1
The Secret of the Unicorn,Hergé,"Little, Brown Books for Young Readers",Sequential Art > Comics,4.29,14830.0,400.0,Paperback,1974.0,62.0,English,102.0,8 - 14,186717.0,,1,1.0,1
A Raisin in the Sun,Lorraine Hansberry,Random House,Plays,3.83,77892.0,3562.0,Hardcover,2002.0,162.0,English,69.0,,,,2,0.0,1
Catch-22,Joseph Heller,Simon & Schuster,Classics,3.98,770241.0,19963.0,Paperback,2004.0,453.0,English,23.0,,,,1,0.0,1
The Bone Collector,Jeffery Deaver,Signet Book,Mystery,4.18,176043.0,3131.0,Mass Market Paperback,1998.0,528.0,English,64.0,,,,1,0.0,1
Shrek!,William Steig,"Farrar, Straus and Giroux",Childrens > Picture Books,3.79,4840.0,472.0,Paperback,1993.0,32.0,English,36.0,,,,1,0.0,1
The Phantom Tollbooth,Norton Juster,Random House Bullseye Books,Fantasy,4.16,271802.0,11434.0,Paperback,1996.0,248.0,English,7.0,8 - 11,1686.0,1000,0,0.0,1
Along Came a Spider,James Patterson,Grand Central Publishing,Mystery,4.11,427145.0,5686.0,Paperback,2003.0,449.0,English,155.0,13,37505.0,600,0,1.0,1
Riding in Cars with Boys,Beverly Donofrio,Virago Non-Fiction,Autobiography > Memoir,3.77,9185.0,340.0,Paperback,2001.0,204.0,English,26.0,,,,0,0.0,1
The Painted Veil,W. Somerset Maugham,Vintage,Classics,3.94,38797.0,3840.0,Paperback,2006.0,246.0,English,536.0,,88400.0,,0,1.0,1
Veronika Decide Morrer,Paulo Coelho,,Fiction,3.71,195513.0,9021.0,,,224.0,Portuguese,314.0,,,,0,0.0,1
The Invisible Man,H.G. Wells,Signet Classics,Classics,3.65,171568.0,7320.0,Paperback,2002.0,192.0,English,3950.0,,,,0,0.0,1
Ready Player One,Ernest Cline,Crown Publishers,Science Fiction,4.24,995135.0,93617.0,Hardcover,2011.0,374.0,English,213.0,,24198.0,990,5,1.0,1
The Runaway Jury,John Grisham,Delta,Fiction,3.99,294433.0,2326.0,Paperback,2006.0,464.0,English,157.0,,430391.0,,0,0.0,1
The Tommyknockers,Stephen King,Signet,Horror,3.57,134579.0,3073.0,Mass Market Paperback,1993.0,747.0,English,134.0,,22259.0,,0,0.0,1
Disney's - Cinderella (Disney Classics),Walt Disney Company,Mouse Works,Childrens,3.92,118.0,7.0,Hardcover,1993.0,95.0,English,,,,,0,0.0,1
Picnic at Hanging Rock,Joan Lindsay,Vintage,Classics,3.69,18015.0,2004.0,Paperback,1998.0,189.0,English,10.0,,,,0,0.0,1
The Hunchback of Notre-Dame,Victor Hugo,Signet Classics,Classics,4.0,184942.0,5722.0,Paperback,2001.0,510.0,English,393.0,,,,0,0.0,1
Psycho,Robert Bloch,Bloomsbury Publishing PLC,Horror,4.1,60117.0,2881.0,Paperback,1999.0,208.0,English,8.0,,,,0,0.0,1
Walt Disney's Alice in Wonderland,Walt Disney Company,Mouse Works,Childrens,4.34,9166.0,105.0,Hardcover,1994.0,96.0,English,59.0,,,,0,0.0,1
A Wizard of Earthsea,Ursula K. Le Guin,,Fantasy,3.99,273753.0,11460.0,Paperback,,183.0,English,212.0,12 - 17,,,4,1.0,1
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Balzer + Bray,Young Adult,4.22,359911.0,35195.0,Hardcover,2015.0,303.0,English,8.0,14 - 17,504876.0,640,9,1.0,1
Absolute Power,David Baldacci,Pan Publishing,Fiction,4.17,99931.0,2108.0,Paperback,2003.0,550.0,English,119.0,,,,0,0.0,1
Mystic River,Dennis Lehane,William Morrow Paperbacks,Mystery,4.13,147301.0,4106.0,Paperback,2001.0,416.0,English,127.0,,885050.0,,7,0.0,1
The Odessa File,Frederick Forsyth,Bantam,Fiction,4.13,58927.0,858.0,Paperback,1983.0,334.0,English,132.0,,,,0,0.0,1
The Dead Zone,Stephen King,Signet/New American Library,Horror,3.94,204198.0,4996.0,Mass Market Paperback,1980.0,402.0,English,222.0,,,,3,0.0,1
The Bourne Ultimatum,Robert Ludlum,Orion,Fiction,4.06,63702.0,981.0,Mass Market Paperback,2004.0,725.0,English,112.0,,,,0,0.0,1
The Black Stallion,Walter Farley,Random House,Classics,4.18,72273.0,1328.0,Hardcover,1941.0,275.0,English,80.0,,,,1,0.0,1
The Mist,Stephen King,Signet,Horror,3.95,126286.0,3709.0,Paperback,2007.0,230.0,English,78.0,,31255.0,,1,0.0,1
Johnny Got His Gun,Dalton Trumbo,Citadel,Fiction,4.18,37633.0,2499.0,Paperback,2000.0,309.0,English,40.0,,,,1,1.0,1
Disney Snow White and the Seven Dwarfs,Walt Disney Company,Golden/Disney,Childrens,4.2,24268.0,343.0,Hardcover,2003.0,24.0,English,55.0,3 - 7,23268.0,,0,1.0,1
Braveheart,Randall Wallace,Pocket Books,Historical > Historical Fiction,4.21,12866.0,95.0,Paperback,1995.0,277.0,English,25.0,,,,0,0.0,1
The Second Summer of the Sisterhood,Ann Brashares,Delacorte Press,Young Adult,3.79,95677.0,2573.0,Paperback,2004.0,373.0,English,88.0,12 - 17,48681.0,610,1,1.0,1
De tweeling,Tessa de Loo,De Arbeiderspers,Fiction,3.62,4848.0,260.0,Paperback,1999.0,435.0,Dutch,62.0,,,,1,0.0,1
Pride and Prejudice and Zombies,Seth Grahame-Smith,Quirk Classics,Fiction,3.31,136407.0,13286.0,Paperback,2009.0,320.0,English,113.0,,36089.0,1070,2,1.0,1
Norwegian Wood,Haruki Murakami,Vintage Books,Fiction,4.03,432179.0,28090.0,Paperback,2000.0,296.0,English,304.0,,3290.0,790,0,1.0,1
The Hard Goodbye,Frank Miller,Dark Horse,Sequential Art > Graphic Novels,4.16,58739.0,1090.0,Paperback,2010.0,208.0,English,76.0,,,,0,0.0,1
The Chamber,John Grisham,Delta Trade Paperbacks,Fiction,3.81,134830.0,1852.0,Paperback,2006.0,632.0,English,149.0,,193647.0,810,0,0.0,1
Sarah's Key,Tatiana de Rosnay,St. Martins Press,Historical > Historical Fiction,4.16,449083.0,29878.0,Hardcover,2007.0,294.0,English,151.0,,470549.0,,0,0.0,1
Peyton Place,Grace Metalious,Northeastern University Press,Fiction,3.78,10860.0,1025.0,Paperback,1999.0,384.0,English,161.0,,106930.0,,0,1.0,1
True Grit,Charles Portis,Signet,Fiction,4.12,50644.0,5927.0,Paperback,1969.0,190.0,English,114.0,,,,0,0.0,1
Possession,A.S. Byatt,Vintage,Fiction,3.87,81336.0,4630.0,Paperback,1991.0,555.0,English,138.0,,119145.0,,3,1.0,1
The Best of Me,Nicholas Sparks,Grand Central Publishing,Romance,3.95,154397.0,10913.0,Hardcover,2011.0,292.0,English,127.0,,105191.0,920,0,0.0,1
Green Eggs and Ham,Dr. Seuss,Random House Books for Young Readers,Childrens,4.29,687942.0,10213.0,Hardcover,1988.0,64.0,English,95.0,3 - 7,3408.0,210,0,1.0,1
The Wave,Todd Strasser,Laurel Leaf Books,Young Adult,3.61,23450.0,2382.0,Mass Market Paperback,2005.0,138.0,English,93.0,12 - 17,346116.0,770,1,0.0,1
Needful Things,Stephen King,Hodder & Stoughton Ltd,Horror,3.94,227307.0,4772.0,Paperback,1992.0,790.0,English,184.0,,14490.0,910,0,0.0,1
Wives and Daughters,Elizabeth Gaskell,Penguin Books,Classics,4.11,44970.0,2696.0,Paperback,1996.0,679.0,English,1026.0,18,260090.0,,0,1.0,1
The First Wives Club,Olivia Goldsmith,Arrow,Fiction,3.9,20304.0,333.0,Paperback,1993.0,480.0,English,43.0,,,,0,0.0,1
101 Dalmatians,Walt Disney Company,Golden Books,Childrens,4.32,8047.0,155.0,Hardcover,1991.0,24.0,English,117.0,,,,0,0.0,1
"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Władysław Szpilman,Victor Gollancz,Nonfiction,4.2,76609.0,1373.0,Hardcover,1999.0,222.0,,88.0,,,,1,0.0,1
The Snowman,Raymond Briggs,Random House,Childrens > Picture Books,4.2,18603.0,691.0,Hardcover,1978.0,32.0,English,66.0,5 - 8,1334.0,NP,3,0.0,1
Before I Go to Sleep,S.J. Watson,Harper,Fiction,3.89,317058.0,23148.0,Hardcover,2011.0,359.0,English,178.0,,,,8,0.0,1
Jumper,Steven Gould,Tor Books,Science Fiction,3.91,13797.0,1207.0,Hardcover,1992.0,344.0,English,36.0,,,,4,0.0,1
Master and Commander,Patrick O'Brian,W. W. Norton Company,Historical > Historical Fiction,4.04,55187.0,3534.0,Paperback,1990.0,464.0,English,122.0,,28337.0,,1,1.0,1
The Prestige,Christopher Priest,Tom Doherty Associates Tor Books,Fiction,3.9,18910.0,2072.0,Paperback,1997.0,404.0,English,75.0,,152361.0,,3,0.0,1
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Random House,Nonfiction,4.35,851461.0,47619.0,Hardcover,2010.0,492.0,English,108.0,,48634.0,1010,5,0.0,1
Sleepers,Lorenzo Carcaterra,Pocket,Fiction,4.23,14108.0,828.0,Paperback,1996.0,399.0,English,45.0,,,,0,0.0,1
Nim's Island,Wendy Orr,Yearling,Fiction,3.88,4318.0,542.0,Paperback,2002.0,128.0,English,47.0,8 - 12,1179396.0,930,1,1.0,1
Blue Smoke,Nora Roberts,Jove,Romance > Romantic Suspense,4.02,32186.0,1086.0,Mass Market Paperback,2006.0,440.0,English,22.0,18,458588.0,,2,0.0,1
The Autobiography of Malcolm X,Malcolm X,Ballantine Books,Nonfiction,4.32,238384.0,7506.0,Paperback,2015.0,527.0,English,131.0,,3782.0,1120,0,0.0,1
Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,Grand Central Publishing,Fiction,3.7,138075.0,12486.0,Hardcover,2010.0,336.0,English,9.0,,,,1,0.0,1
The Masque of the Red Death,Edgar Allan Poe,BookSurge Classics,Classics,4.08,31121.0,1446.0,Paperback,2004.0,76.0,English,1451.0,,,,0,0.0,1
Walt Disney's Dumbo (A Little Golden Book),Walt Disney Company,Golden/Disney,Childrens,4.31,26592.0,106.0,Hardcover,2004.0,24.0,English,48.0,3 - 7,46190.0,,0,1.0,1
Rumble Fish,S.E. Hinton,Laurel Leaf Library,Young Adult,3.79,20000.0,1098.0,Paperback,1989.0,135.0,English,66.0,,,,2,0.0,1
A Tale of Two Cities,Charles Dickens,Penguin Books,Classics,3.86,864258.0,19411.0,Paperback,2003.0,489.0,English,7700.0,18,11937.0,,0,1.0,1
A Dog's Purpose,W. Bruce Cameron,Forge Books,Fiction,4.33,122478.0,13699.0,Hardcover,2010.0,319.0,English,98.0,,520341.0,970,2,1.0,1
Skipping Christmas,John Grisham,Doubleday Books,Fiction,3.52,65058.0,5471.0,Hardcover,2002.0,192.0,English,101.0,,111559.0,,0,0.0,1
The Vampire Lestat,Anne Rice,Ballantine Books,Horror,4.06,187940.0,4067.0,Paperback,2004.0,481.0,English,130.0,,,,2,0.0,1
Artur e os Minimeus,Luc Besson,Edições ASA,Fantasy,3.63,2633.0,110.0,Paperback,2004.0,192.0,Portuguese,46.0,,,,0,0.0,1
Pippi in the South Seas,Astrid Lindgren,Viking Books for Young Readers,Childrens,4.12,17442.0,315.0,Hardcover,1959.0,126.0,English,101.0,,,,0,0.0,1
Get Shorty,Elmore Leonard,HarperCollins HarperTorch,Fiction,3.96,23478.0,768.0,Paperback,2002.0,384.0,English,59.0,,,,0,0.0,1
Someone Like You,Sarah Dessen,Penguin,Young Adult,3.92,102439.0,4020.0,Paperback,2004.0,281.0,English,47.0,12 - 17,128375.0,820,3,0.0,1
The Tenth Circle,Jodi Picoult,Allen & Ulwin,Fiction,3.52,124850.0,5827.0,Paperback,2006.0,416.0,English,89.0,,63349.0,890,1,0.0,1
Blood Work,Michael Connelly,Grand Central Pub,Mystery,4.13,52251.0,1601.0,Paperback,2002.0,480.0,English,128.0,,,,5,0.0,1
Minoes,Annie M.G. Schmidt,PT Gramedia Pustaka Utama,Fantasy,4.01,3270.0,328.0,Paperback,2007.0,199.0,Indonesian,61.0,,,,1,0.0,1
The Portrait of a Lady,Henry James,Penguin Classics,Classics,3.77,77492.0,3156.0,Paperback,2003.0,797.0,English,1428.0,18,,940,0,1.0,1
Call Me By Your Name,André Aciman,Atlantic Books,Fiction,4.15,315031.0,28849.0,Paperback,2017.0,248.0,English,141.0,,,,0,0.0,1
Coma,Robin Cook,Signet,Fiction,3.88,51487.0,889.0,Paperback,2002.0,400.0,English,101.0,,,,0,0.0,1
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,Del Rey Books,Science Fiction,4.35,307677.0,5647.0,Paperback,2002.0,815.0,English,55.0,,14141.0,,0,1.0,1
The Postman Always Rings Twice,James M. Cain,Orion,Fiction,3.8,37406.0,2647.0,Hardcover,2010.0,116.0,English,157.0,,,,0,0.0,1
Going Postal,Terry Pratchett,HarperTorch,Fantasy,4.36,114675.0,3546.0,Mass Market Paperback,2005.0,394.0,English,75.0,,,,5,0.0,1
Walt Disney's Pinocchio (Classics Series),Walt Disney Company,Mouse Works,Childrens,4.01,502.0,36.0,Hardcover,1997.0,96.0,English,55.0,,,,0,0.0,1
The Positronic Man,Isaac Asimov,Bantam/Spectra,Science Fiction,4.11,6026.0,216.0,Paperback,1994.0,290.0,English,41.0,,,,1,0.0,1
Sete Anos no Tibete,Heinrich Harrer,Edições ASA,Travel,4.05,22559.0,1165.0,Paperback,2006.0,406.0,Portuguese,111.0,,,,0,0.0,1
The Silver Chair,C.S. Lewis,HarperCollins,Fantasy,3.95,267654.0,6343.0,Paperback,2008.0,243.0,English,5.0,9 - 12,49654.0,840,0,1.0,1
Twelve Angry Men,Reginald Rose,Penguin Classics,Plays,4.05,27618.0,1448.0,Paperback,2006.0,73.0,,50.0,18,27916.0,NP,0,1.0,1
Less than Zero,Bret Easton Ellis,Penguin Books,Fiction,3.58,82511.0,3765.0,Paperback,1986.0,208.0,English,121.0,,,,0,0.0,1
The General's Daughter,Nelson DeMille,Grand Central Publishing,Fiction,4.09,64178.0,785.0,Paperback,1993.0,464.0,English,79.0,13 - 18,75004.0,,0,1.0,1
The Lincoln Lawyer,Michael Connelly,"Little, Brown",Mystery,4.17,214235.0,6086.0,Paperback,2005.0,404.0,English,2.0,,,,4,0.0,1
Mrs. Dalloway,Virginia Woolf,Houghton Mifflin Harcourt,Classics,3.79,250281.0,12128.0,Hardcover,2002.0,194.0,English,2034.0,,,,0,0.0,1
Token Vampire,Kia Carrington-Russell,Crystal Publishing,Paranormal > Vampires,4.16,120.0,28.0,Kindle Edition,2015.0,216.0,English,4.0,,,,0,1.0,1
Before I Die,Jenny Downham,David Fickling Books,Young Adult,3.82,52769.0,4283.0,Hardcover,2007.0,326.0,English,104.0,,,,5,0.0,1
The Rules of Attraction,Bret Easton Ellis,Vintage Contemporaries,Fiction,3.72,47563.0,1491.0,Paperback,1998.0,283.0,English,78.0,,108913.0,,0,1.0,1
The Little Mermaid (Disney Classics Collection Storybook),Sheryl Kahn,Mouse Works,Childrens,4.53,3306.0,21.0,Hardcover,1997.0,95.0,English,4.0,,,,0,0.0,1
12 Years a Slave,Solomon Northup,Penguin Books,Nonfiction,4.17,109097.0,7149.0,Paperback,2013.0,240.0,English,3116.0,,274987.0,,0,0.0,1
Kit: An American Girl,Valerie Tripp,American Girl Publishing Inc,Historical > Historical Fiction,4.08,2212.0,109.0,Paperback,2001.0,440.0,English,11.0,,,,0,0.0,1
The Yearling,Marjorie Kinnan Rawlings,Aladdin,Classics,4.01,26851.0,1187.0,Paperback,2001.0,513.0,English,38.0,8 - 12,66810.0,,1,1.0,1
The Postman,David Brin,Spectra/Bantam Books,Science Fiction,3.9,34532.0,1415.0,Paperback,1997.0,321.0,English,66.0,14 - 18,,910,5,1.0,1
Of Human Bondage,W. Somerset Maugham,Signet,Classics,4.1,54586.0,3494.0,Paperback,2007.0,684.0,English,634.0,18,768551.0,,0,0.0,1
A Scanner Darkly,Philip K. Dick,Gollancz,Science Fiction,4.0,105637.0,3449.0,Paperback,2006.0,219.0,English,132.0,,,,5,0.0,1
Carolina Moon,Nora Roberts,Jove,Romance,4.07,41997.0,975.0,Mass Market Paperback,2001.0,470.0,English,89.0,18,114385.0,,1,0.0,1
Exit to Eden,Anne Rampling,Severn House Publishers,Adult Fiction > Erotica,3.59,15314.0,480.0,Hardcover,1998.0,336.0,English,35.0,,,,0,0.0,1
The Day of the Triffids,John Wyndham,Chivers Word for Word Audio Books,Science Fiction,4.02,97387.0,3921.0,Audio Cassette,2000.0,,English,222.0,,,,1,0.0,1
A Beautiful Mind,Sylvia Nasar,Faber Faber,Biography,4.12,129558.0,1514.0,Paperback,2002.0,461.0,English,66.0,,,,5,0.0,1
If Only It Were True,Marc Levy,Pocket Books,Romance,3.69,18280.0,1241.0,Hardcover,2000.0,216.0,English,147.0,,,,2,0.0,1
Ballet Shoes,Noel Streatfeild,Yearling,Classics,4.05,35572.0,1476.0,Paperback,2003.0,233.0,English,75.0,8 - 12,40759.0,930,0,1.0,1
The Voyages of Doctor Dolittle,Hugh Lofting,HarperCollins,Classics,4.0,16306.0,701.0,Paperback,2005.0,387.0,English,404.0,,,,1,0.0,1
The Thin Man,Dashiell Hammett,Vintage Crime/Black Lizard,Mystery,3.93,35007.0,2279.0,Paperback,1989.0,201.0,English,500.0,,64094.0,,0,0.0,1
Inferno,Dan Brown,Doubleday,Fiction,3.86,514128.0,37932.0,Hardcover,2013.0,463.0,English,305.0,,187364.0,,1,1.0,1
The 5th Wave,Rick Yancey,G.P. Putnam's Sons Books for Young Readers,Young Adult,4.02,428839.0,30559.0,Hardcover,2013.0,457.0,English,123.0,14 - 17,261337.0,690,13,1.0,1
The Witches of Eastwick,John Updike,Random House Trade,Fiction,3.25,15831.0,1384.0,Paperback,1996.0,307.0,English,85.0,,244298.0,,1,0.0,1
Me and Earl and the Dying Girl,Jesse Andrews,Harry N. Abrams,Young Adult,3.55,133219.0,13925.0,Hardcover,2012.0,295.0,English,78.0,,,,0,0.0,1
Lady in the Water: A Bedtime Story,M. Night Shyamalan,"Little, Brown Books for Young Readers",Fantasy,3.77,290.0,53.0,Hardcover,2006.0,64.0,English,4.0,,,,0,0.0,1
Goodnight Mister Tom,Michelle Magorian,Puffin Books,Historical > Historical Fiction,4.28,44677.0,2196.0,Paperback,1983.0,304.0,English,59.0,,,,3,0.0,1
Avalon High,Meg Cabot,HarperCollins Publishers,Young Adult,3.81,44496.0,2352.0,Hardcover,2006.0,288.0,English,45.0,,,,2,0.0,1
Fingersmith,Sarah Waters,Riverhead Books,Historical > Historical Fiction,3.98,99525.0,6480.0,Paperback,2002.0,548.0,English,100.0,18,95624.0,,5,0.0,1
Brian's Song,William Blinn,Bantam,Sports > Sports,3.98,1125.0,70.0,Paperback,1983.0,128.0,English,6.0,,104666.0,,0,0.0,1
Cold Comfort Farm,Stella Gibbons,Penguin Classics,Fiction,3.89,46288.0,3742.0,Paperback,1996.0,240.0,English,82.0,,,,1,0.0,1
The Fallen,Thomas E. Sniegoski,Simon Pulse,Fantasy,3.68,1983.0,148.0,Paperback,2006.0,268.0,English,14.0,,,,0,0.0,1
Token Huntress,Kia Carrington-Russell,Crystal Publishing,Fantasy > Paranormal,3.88,467.0,98.0,Paperback,2015.0,222.0,English,4.0,,,,0,1.0,1
Gods and Generals,Jeff Shaara,Birlinn,Historical > Historical Fiction,4.07,34018.0,830.0,Paperback,2000.0,498.0,English,1.0,,,,1,0.0,1
Kung Fu Panda: The Movie Storybook,Catherine Hapka,HarperFestival,Childrens,4.31,61.0,5.0,Hardcover,2008.0,48.0,English,6.0,,,,0,0.0,1
Das Boot,Lothar-Günther Buchheim,Phoenix,Fiction,4.19,4882.0,219.0,Paperback,2012.0,563.0,English,24.0,,,,0,0.0,1
Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,Delacorte Books,Young Adult,3.81,75261.0,1903.0,Hardcover,2007.0,384.0,English,58.0,,,,0,0.0,1
Everything Is Illuminated,Jonathan Safran Foer,Penguin Group,Fiction,3.88,174275.0,8103.0,Paperback,2003.0,276.0,English,60.0,,,,5,0.0,1
Rocket Boys,Homer Hickam,Delta,Nonfiction,4.11,21107.0,1976.0,Paperback,2000.0,384.0,English,52.0,14 - 18,91234.0,,3,1.0,1
Girls in Pants: The Third Summer of the Sisterhood,Ann Brashares,Ember,Young Adult,3.82,78164.0,1810.0,Paperback,2006.0,338.0,English,78.0,12 - 17,60354.0,670,0,1.0,1
The Spectacular Now,Tim Tharp,Alfred A. Knopf Books for Young Readers,Young Adult,3.51,40981.0,4450.0,Hardcover,2008.0,304.0,English,44.0,,,,2,0.0,1
Disney's Aladdin,Walt Disney Company,Mouse Works,Childrens,4.25,71.0,2.0,Hardcover,1995.0,96.0,English,,,,,0,0.0,1
The Hotel New Hampshire,John Irving,Black Swan,Fiction,3.91,60888.0,1828.0,Paperback,1982.0,520.0,English,112.0,,,,1,0.0,1
Rising Sun,Michael Crichton,Turtleback Books,Fiction,3.66,51317.0,1048.0,Hardcover,2004.0,399.0,English,2.0,,,,0,0.0,1
2010: Odyssey Two,Arthur C. Clarke,Del Rey,Science Fiction,3.93,54533.0,1257.0,Paperback,1997.0,320.0,English,126.0,12 - 18,324797.0,990,2,1.0,1
The 39 Steps,John Buchan,William Blackwood & Sons,Fiction,3.66,38814.0,2751.0,Paperback,2004.0,100.0,English,2152.0,,,,0,0.0,1
Cinderella,Walt Disney Company,Random House Children's Books,Childrens,4.29,7837.0,395.0,Hardcover,2005.0,24.0,English,97.0,3 - 7,16593.0,AD570,0,1.0,1
The Last Temptation of Christ,Nikos Kazantzakis,Simon Schuster,Fiction,4.17,12982.0,915.0,Paperback,1998.0,506.0,English,104.0,,135530.0,,0,0.0,1
Tim,Colleen McCullough,Éd. du Rocher,Fiction,3.82,4540.0,292.0,Paperback,2000.0,311.0,French,79.0,,,,0,0.0,1
Ripley's Game,Patricia Highsmith,Vintage,Fiction,3.88,9426.0,403.0,Paperback,1999.0,255.0,English,79.0,,,,0,1.0,1
Five Little Pigs,Agatha Christie,Berkley,Mystery,4.02,54309.0,3620.0,Paperback,1985.0,224.0,English,37.0,,18395.0,,0,1.0,1
Desert Flower,Waris Dirie,William Morrow Paperbacks,Nonfiction,4.08,29531.0,1460.0,Paperback,2011.0,240.0,English,104.0,14 - 18,465866.0,,1,1.0,1
What Was She Thinking? [Notes on a Scandal],Zoë Heller,Picador,Fiction,3.72,20636.0,1932.0,Paperback,2004.0,258.0,English,74.0,,469253.0,,2,0.0,1
The Moonspinners,Mary Stewart,HarperTorch,Mystery,4.04,8597.0,753.0,Paperback,2003.0,400.0,English,46.0,,,,0,0.0,1
"Nausicaä of the Valley of the Wind, Vol. 1",Hayao Miyazaki,VIZ Media,Sequential Art > Manga,4.47,10548.0,439.0,Paperback,2004.0,130.0,English,18.0,13 - 18,48097.0,,0,1.0,1
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,Signet,Crime > True Crime,4.1,88082.0,4735.0,Paperback,2001.0,548.0,English,66.0,,,,1,0.0,1
Toy Story,Walt Disney Company,Mouse Works,Childrens,4.27,2225.0,56.0,Hardcover,1996.0,96.0,English,23.0,,,,0,0.0,1
The Diving Bell and the Butterfly,Jean-Dominique Bauby,Vintage,Nonfiction,3.95,69422.0,4858.0,Paperback,1998.0,132.0,English,101.0,,37552.0,,0,1.0,1
Peter Pan (Classic Storybook Series),Jamie Simons,Mouse Works,Childrens,3.92,65.0,4.0,Hardcover,1997.0,95.0,English,1.0,,,,0,0.0,1
Out of Sight,Elmore Leonard,HarperTorch,Fiction,3.94,10950.0,476.0,Paperback,2002.0,368.0,English,61.0,,,,1,0.0,1
Starter for Ten,David Nicholls,Villard,Fiction,3.61,20768.0,1353.0,Paperback,2007.0,338.0,English,77.0,,,,0,0.0,1
Comet in Moominland,Tove Jansson,A & C Black,Fantasy,4.19,16050.0,896.0,Hardcover,1986.0,192.0,English,138.0,,,,0,0.0,1
Small Sacrifices,Ann Rule,Berkley Books,Crime > True Crime,4.24,26991.0,885.0,Paperback,1988.0,496.0,English,26.0,18,40736.0,,0,0.0,1
Awakening,Ono Northey,,,4.32,34.0,18.0,Kindle Edition,,368.0,,1.0,,,,0,0.0,1
Between The Lines: Volumes of Words Unspoken,Céline Zabad,,Poetry,4.17,126.0,14.0,Kindle Edition,,390.0,English,1.0,12 - 18,96755.0,,0,0.0,1
The Bonfire of the Vanities,Tom Wolfe,Dial Press Trade Paperback,Fiction,3.86,77158.0,3100.0,Paperback,2001.0,690.0,English,7.0,,43771.0,,2,0.0,1
"Cry, the Beloved Country",Alan Paton,Scribner,Fiction,3.89,72163.0,4271.0,Hardcover,2003.0,316.0,English,141.0,,439722.0,860,1,0.0,1
Clube Dumas,Arturo Pérez-Reverte,Dom Quixote,Fiction,3.82,39116.0,2154.0,Paperback,2005.0,418.0,Portuguese,161.0,,,,4,0.0,1
Mr. and Mrs. Smith,Cathy East Dubowski,Harper Entertainment,Media Tie In,3.78,3328.0,29.0,Mass Market Paperback,2005.0,275.0,English,4.0,,,,0,0.0,1
Captain Corelli's Mandolin,Louis de Bernières,Vintage U.K. Random House,Fiction,3.99,82002.0,3026.0,Mass Market Paperback,2001.0,534.0,English,4.0,,,,1,0.0,1
